,relative_path,size_bytes,extension
615,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/subsystem_health.yaml,4866,.yaml
613,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/subsystem_metrics.yaml,4696,.yaml
592,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/._hephaestus_binary_sensors.yaml,163,.yaml
594,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/._metadata.yaml,219,.yaml
596,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/entity_uptime/._entity_uptime.yaml,163,.yaml
597,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/entity_uptime/entity_uptime.yaml,6915,.yaml
593,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/hephaestus_binary_sensors.yaml,8778,.yaml
595,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/metadata.yaml,817,.yaml
600,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/room_sync/._room_sync.yaml,163,.yaml
601,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/room_sync/room_sync.yaml,6353,.yaml
598,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/tier_monitoring/._tier_monitoring.yaml,163,.yaml
599,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/hephaestus/tier_monitoring/tier_monitoring.yaml,8951,.yaml
583,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/metadata.yaml,2563,.yaml
604,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/._home_presence.yaml,163,.yaml
606,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/._metrics_delta.yaml,163,.yaml
602,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/._presence_confidence.yaml,219,.yaml
605,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/home_presence.yaml,5799,.yaml
607,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/metrics_delta.yaml,15780,.yaml
603,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/presence_confidence.yaml,0,.yaml
610,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/presence_decay/._motion_decay.yaml,219,.yaml
608,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/presence_decay/._occupancy_decay.yaml,163,.yaml
611,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/presence_decay/motion_decay.yaml,4172,.yaml
609,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/presence/presence_decay/occupancy_decay.yaml,15391,.yaml
585,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/quality_assesment.yaml,8553,.yaml
590,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/battery/._battery_decay.yaml,163,.yaml
591,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/battery/battery_decay.yaml,9608,.yaml
588,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/intrusion/._tamper_events.yaml,163,.yaml
589,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/intrusion/tamper_events.yaml,12531,.yaml
586,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/patterns/._security_patterns.yaml,163,.yaml
587,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/soteria/patterns/security_patterns.yaml,17399,.yaml
700,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/domains/._lighting.yaml,219,.yaml
698,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/domains/._presence.yaml,219,.yaml
701,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/domains/lighting.yaml,5168,.yaml
699,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/domains/presence.yaml,5366,.yaml
720,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/metadata/._epsilon_registry.yaml,219,.yaml
721,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/metadata/epsilon_registry.yaml,3583,.yaml
714,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/._aether.yaml,219,.yaml
710,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/._athena.yaml,219,.yaml
716,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/._hephaestus.yaml,219,.yaml
712,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/._hermes.yaml,219,.yaml
718,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/._theia.yaml,219,.yaml
715,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/aether.yaml,16520,.yaml
711,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/athena.yaml,4265,.yaml
717,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/hephaestus.yaml,6534,.yaml
713,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/hermes.yaml,3292,.yaml
719,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/subsystems/theia.yaml,4137,.yaml
704,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/._availability.yaml,219,.yaml
708,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/._integrity.yaml,219,.yaml
702,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/._registry.yaml,219,.yaml
706,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/._risk_scores.yaml,219,.yaml
705,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/availability.yaml,2368,.yaml
709,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/integrity.yaml,14091,.yaml
703,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/registry.yaml,5442,.yaml
707,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/epsilon/system/risk_scores.yaml,1852,.yaml
726,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/home/._aggregated_sensors.yaml,219,.yaml
727,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/home/aggregated_sensors.yaml,11462,.yaml
730,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/multimedia/._tv_integration.yaml,219,.yaml
731,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/multimedia/tv_integration.yaml,4109,.yaml
728,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/room/._merged_sensors.yaml,219,.yaml
729,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/eta/room/merged_sensors.yaml,15485,.yaml
652,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/._binary_heating.yaml,389,.yaml
648,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/._climate_status.yaml,389,.yaml
650,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/._effective_temperature.yaml,389,.yaml
646,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/._trend_indicators.yaml,389,.yaml
653,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/binary_heating.yaml,9359,.yaml
649,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/climate_status.yaml,7843,.yaml
651,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/effective_temperature.yaml,7651,.yaml
647,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/climate/trend_indicators.yaml,11299,.yaml
644,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/environment/._environment_index.yaml,219,.yaml
645,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/aether/environment/environment_index.yaml,6218,.yaml
638,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hephaestus/registry/._entity_resolver.yaml,219,.yaml
636,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hephaestus/registry/._room_registry_integrity.yaml,219,.yaml
639,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hephaestus/registry/entity_resolver.yaml,1009,.yaml
637,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hephaestus/registry/room_registry_integrity.yaml,1455,.yaml
654,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/._logic_sensors.yaml,219,.yaml
655,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/logic_sensors.yaml,3312,.yaml
656,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/._motion_score.yaml,219,.yaml
660,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/._occupancy_evaluator.yaml,219,.yaml
658,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/._presence_confidence.yaml,219,.yaml
657,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/motion_score.yaml,12755,.yaml
661,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/occupancy_evaluator.yaml,4952,.yaml
659,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/presence/presence_confidence.yaml,4020,.yaml
662,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/proximity/._proximity_score.yaml,219,.yaml
663,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/hermes/proximity/proximity_score.yaml,1983,.yaml
664,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/metadata/._gamma_tier_macro_library.yaml,219,.yaml
665,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/metadata/gamma_tier_macro_library.yaml,1984,.yaml
630,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/analysis/._device_attention_score.yaml,219,.yaml
631,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/analysis/device_attention_score.yaml,1103,.yaml
628,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/configuration/._device_locations.yaml,219,.yaml
629,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/configuration/device_locations.yaml,3239,.yaml
632,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/status/._battery_status.yaml,219,.yaml
634,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/status/._presence_status.yaml,219,.yaml
633,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/status/battery_status.yaml,5877,.yaml
635,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/soteria/status/presence_status.yaml,5130,.yaml
640,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/theia/._circadian_parameters.yaml,219,.yaml
642,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/theia/._theia_circadian_room_sensors.yaml,219,.yaml
641,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/theia/circadian_parameters.yaml,4471,.yaml
643,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/gamma/theia/theia_circadian_room_sensors.yaml,88,.yaml
676,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/._implementation_trackers.yml,219,.yml
674,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/._metadata_registry.yaml,219,.yaml
678,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/._system_diagnostics.yaml,219,.yaml
677,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/implementation_trackers.yml,7015,.yml
675,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/metadata_registry.yaml,13562,.yaml
686,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._aether_config.yaml,274,.yaml
690,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._athena_config.yaml,274,.yaml
688,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._hephaestus_config.yaml,274,.yaml
682,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._hermes_config.yaml,274,.yaml
680,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._soteria_config.yaml,274,.yaml
684,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/._theia_config.yaml,274,.yaml
687,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/aether_config.yaml,1826,.yaml
691,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/athena_config.yaml,1023,.yaml
689,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/hephaestus_config.yaml,1492,.yaml
683,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/hermes_config.yaml,2490,.yaml
681,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/soteria_config.yaml,1820,.yaml
685,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/subsystem_config/theia_config.yaml,2145,.yaml
679,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/system_diagnostics.yaml,22971,.yaml
694,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/._registry_validation.yaml,163,.yaml
692,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/._signal_plane_validation.yaml,219,.yaml
696,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/._tier_validation.yaml,219,.yaml
695,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/registry_validation.yaml,5833,.yaml
693,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/signal_plane_validation.yaml,1659,.yaml
697,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/mu/validators/tier_validation.yaml,1659,.yaml
722,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/other/._command_line_sensor.yaml,219,.yaml
724,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/other/._file.yaml,219,.yaml
723,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/other/command_line_sensor.yaml,1647,.yaml
725,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/other/file.yaml,552,.yaml
666,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/zeta/._home_presence.yaml,219,.yaml
668,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/zeta/._room_presence.yaml,219,.yaml
667,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/zeta/home_presence.yaml,1886,.yaml
669,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/zeta/room_presence.yaml,13106,.yaml
1014,tools/tools/config_manager/output/diff/versions/v0001/hestia/subsystems/hermes/meta/._meta_wrapper.yaml,274,.yaml
1015,tools/tools/config_manager/output/diff/versions/v0001/hestia/subsystems/hermes/meta/meta_wrapper.yaml,127,.yaml
868,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._abstraction_templates.yaml,219,.yaml
842,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._aether.yaml,219,.yaml
880,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._aether_config.yaml,274,.yaml
762,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._aggregated_sensors.yaml,219,.yaml
892,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._alpha_to_omega_merge_status.yaml,163,.yaml
760,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._athena.yaml,219,.yaml
916,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._athena_config.yaml,274,.yaml
828,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._athena_declared_total_sensor.yaml,175,.yaml
872,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._availability.yaml,219,.yaml
808,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._battery_decay.yaml,163,.yaml
738,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._battery_status.yaml,219,.yaml
804,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._bedroom.yaml,219,.yaml
840,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._binary_heating.yaml,389,.yaml
862,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._circadian_parameters.yaml,219,.yaml
878,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._climate_events.yaml,219,.yaml
810,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._climate_status.yaml,389,.yaml
884,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._core.yaml,163,.yaml
822,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._core_config_subsystems_mu.yaml,219,.yaml
864,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._device_attention_score.yaml,219,.yaml
866,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._device_locations.yaml,219,.yaml
816,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._effective_temperature.yaml,389,.yaml
896,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._ensuite.yaml,219,.yaml
856,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._entity_availability_monitor.yaml,274,.yaml
820,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._entity_resolver.yaml,219,.yaml
838,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._entity_uptime.yaml,163,.yaml
782,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._environment_index.yaml,219,.yaml
860,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._epsilon_registry.yaml,219,.yaml
920,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._gamma_tier_macro_library.yaml,219,.yaml
874,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._gamma_tier_monitor.yaml,175,.yaml
858,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hallway.yaml,219,.yaml
854,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hephaestus.yaml,219,.yaml
770,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hephaestus_binary_sensors.yaml,163,.yaml
886,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hephaestus_config.yaml,274,.yaml
802,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hephaestus_declared_total_sensor.yaml,175,.yaml
796,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hermes.yaml,219,.yaml
786,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hermes_config.yaml,274,.yaml
830,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hermes_declared_total_sensor.yaml,175,.yaml
800,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._hestia_declared_total_sensor.yaml,175,.yaml
832,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._home_presence.yaml,219,.yaml
778,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._humidity.yaml,219,.yaml
922,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._humidity_trends.yaml,219,.yaml
898,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._integrity.yaml,219,.yaml
798,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._kitchen.yaml,219,.yaml
774,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._laundry.yaml,219,.yaml
794,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._lighting.yaml,219,.yaml
852,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._living_room.yaml,219,.yaml
902,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._logic_sensors.yaml,219,.yaml
906,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._merged_sensors.yaml,219,.yaml
846,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._meta_phanes.yaml,219,.yaml
792,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._metadata.yaml,219,.yaml
744,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._metadata_registry.yaml,219,.yaml
882,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._metrics_delta.yaml,163,.yaml
776,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._motion.yaml,163,.yaml
806,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._motion_decay.yaml,219,.yaml
742,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._motion_score.yaml,219,.yaml
904,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._msd_diagnostics.yaml,219,.yaml
734,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._occupancy.yaml,163,.yaml
780,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._occupancy_decay.yaml,163,.yaml
814,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._occupancy_evaluator.yaml,219,.yaml
914,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._patchloader_utilities.yaml,333,.yaml
746,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._presence.yaml,219,.yaml
758,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._presence_confidence.yaml,219,.yaml
824,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._presence_status.yaml,219,.yaml
826,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._proximity_score.yaml,219,.yaml
844,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._quality_assesment.yaml,219,.yaml
772,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._registry.yaml,219,.yaml
818,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._registry_validation.yaml,163,.yaml
890,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._risk_scores.yaml,219,.yaml
894,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._room_presence.yaml,219,.yaml
750,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._room_registry_integrity.yaml,219,.yaml
836,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._room_sync.yaml,163,.yaml
850,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._security_patterns.yaml,163,.yaml
908,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._sensor_charon_audit.yaml,175,.yaml
754,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._signal_plane_validation.yaml,219,.yaml
764,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._soteria_config.yaml,274,.yaml
888,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._soteria_declared_total_sensor.yaml,175,.yaml
756,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._subsystem_health.yaml,219,.yaml
748,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._subsystem_metrics.yaml,219,.yaml
784,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._subsystem_readiness.yaml,163,.yaml
912,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._system_diagnostics.yaml,219,.yaml
752,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._system_health.yaml,320,.yaml
766,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._system_sensors.yaml,219,.yaml
900,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._tamper_events.yaml,163,.yaml
848,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._temperature.yaml,163,.yaml
812,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._temperature_trends.yaml,219,.yaml
870,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._theia.yaml,219,.yaml
876,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._theia_circadian_room_sensors.yaml,219,.yaml
790,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._theia_config.yaml,274,.yaml
736,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._theia_declared_total_sensor.yaml,175,.yaml
732,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._tier_monitoring.yaml,163,.yaml
918,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._tier_relationship_validator.yaml,175,.yaml
834,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._tier_validation.yaml,219,.yaml
768,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._trend_base.yaml,219,.yaml
788,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._trend_indicators.yaml,389,.yaml
740,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._tv_integration.yaml,219,.yaml
910,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/._validators_observability.yaml,163,.yaml
869,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/abstraction_templates.yaml,3346,.yaml
843,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/aether.yaml,16520,.yaml
881,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/aether_config.yaml,1826,.yaml
763,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/aggregated_sensors.yaml,11462,.yaml
893,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/alpha_to_omega_merge_status.yaml,2729,.yaml
761,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/athena.yaml,4265,.yaml
917,tools/tools/config_manager/output/diff/versions/v0001/hestia/symlink/_merged_templates/athena_config.yaml,1084,.yaml
