,relative_path,size_bytes,extension
315,sensors/sensors/gamma/._metadata,163,
310,sensors/sensors/gamma/._soteria,163,
312,sensors/sensors/gamma/._theia,163,
336,sensors/sensors/gamma/aether/._climate,163,
335,sensors/sensors/gamma/aether/._environment,163,
341,sensors/sensors/gamma/aether/climate/._climate_status.yaml,163,.yaml
343,sensors/sensors/gamma/aether/climate/._effective_temperature.yaml,163,.yaml
339,sensors/sensors/gamma/aether/climate/._trend_indicators.yaml,163,.yaml
342,sensors/sensors/gamma/aether/climate/climate_status.yaml,9838,.yaml
344,sensors/sensors/gamma/aether/climate/effective_temperature.yaml,8215,.yaml
340,sensors/sensors/gamma/aether/climate/trend_indicators.yaml,12093,.yaml
337,sensors/sensors/gamma/aether/environment/._environment_index.yaml,163,.yaml
338,sensors/sensors/gamma/aether/environment/environment_index.yaml,6520,.yaml
353,sensors/sensors/gamma/athena/._gamma_athena.yaml,163,.yaml
354,sensors/sensors/gamma/athena/gamma_athena.yaml,849,.yaml
328,sensors/sensors/gamma/hephaestus/._registry,163,
331,sensors/sensors/gamma/hephaestus/registry/._entity_resolver.yaml,163,.yaml
329,sensors/sensors/gamma/hephaestus/registry/._room_registry_integrity.yaml,163,.yaml
332,sensors/sensors/gamma/hephaestus/registry/entity_resolver.yaml,1086,.yaml
330,sensors/sensors/gamma/hephaestus/registry/room_registry_integrity.yaml,1219,.yaml
347,sensors/sensors/gamma/hermes/._logic_sensors.yaml,163,.yaml
345,sensors/sensors/gamma/hermes/._presence,163,
346,sensors/sensors/gamma/hermes/._proximity,163,
348,sensors/sensors/gamma/hermes/logic_sensors.yaml,1148,.yaml
349,sensors/sensors/gamma/hermes/proximity/._proximity_score.yaml,163,.yaml
350,sensors/sensors/gamma/hermes/proximity/proximity_score.yaml,1962,.yaml
351,sensors/sensors/gamma/metadata/._gamma_tier_macro_library.yaml,163,.yaml
352,sensors/sensors/gamma/metadata/gamma_tier_macro_library.yaml,2284,.yaml
318,sensors/sensors/gamma/soteria/._analysis,163,
317,sensors/sensors/gamma/soteria/._configuration,163,
319,sensors/sensors/gamma/soteria/._status,163,
322,sensors/sensors/gamma/soteria/analysis/._device_attention_score.yaml,163,.yaml
323,sensors/sensors/gamma/soteria/analysis/device_attention_score.yaml,1121,.yaml
320,sensors/sensors/gamma/soteria/configuration/._device_locations.yaml,163,.yaml
321,sensors/sensors/gamma/soteria/configuration/device_locations.yaml,3382,.yaml
324,sensors/sensors/gamma/soteria/status/._battery_status.yaml,163,.yaml
326,sensors/sensors/gamma/soteria/status/._presence_status.yaml,163,.yaml
325,sensors/sensors/gamma/soteria/status/battery_status.yaml,5856,.yaml
327,sensors/sensors/gamma/soteria/status/presence_status.yaml,5299,.yaml
333,sensors/sensors/gamma/theia/._circadian_parameters.yaml,163,.yaml
334,sensors/sensors/gamma/theia/circadian_parameters.yaml,163,.yaml
367,sensors/sensors/mu/._athena_template_monitor.yaml,163,.yaml
369,sensors/sensors/mu/._implementation_trackers.yml,163,.yml
363,sensors/sensors/mu/._metadata_registry.yaml,163,.yaml
371,sensors/sensors/mu/._subsystem_config,163,
375,sensors/sensors/mu/._system_diagnostics.yaml,163,.yaml
365,sensors/sensors/mu/._system_health.yaml,163,.yaml
372,sensors/sensors/mu/._validators,163,
373,sensors/sensors/mu/._validators_observability.yaml,163,.yaml
368,sensors/sensors/mu/athena_template_monitor.yaml,7488,.yaml
370,sensors/sensors/mu/implementation_trackers.yml,7017,.yml
364,sensors/sensors/mu/metadata_registry.yaml,14247,.yaml
383,sensors/sensors/mu/subsystem_config/._aether_config.yaml,163,.yaml
387,sensors/sensors/mu/subsystem_config/._athena_config.yaml,163,.yaml
385,sensors/sensors/mu/subsystem_config/._hephaestus_config.yaml,219,.yaml
379,sensors/sensors/mu/subsystem_config/._hermes_config.yaml,163,.yaml
377,sensors/sensors/mu/subsystem_config/._soteria_config.yaml,219,.yaml
381,sensors/sensors/mu/subsystem_config/._theia_config.yaml,219,.yaml
384,sensors/sensors/mu/subsystem_config/aether_config.yaml,9926,.yaml
388,sensors/sensors/mu/subsystem_config/athena_config.yaml,2272,.yaml
386,sensors/sensors/mu/subsystem_config/hephaestus_config.yaml,2759,.yaml
380,sensors/sensors/mu/subsystem_config/hermes_config.yaml,6409,.yaml
378,sensors/sensors/mu/subsystem_config/soteria_config.yaml,3094,.yaml
382,sensors/sensors/mu/subsystem_config/theia_config.yaml,7926,.yaml
376,sensors/sensors/mu/system_diagnostics.yaml,13735,.yaml
366,sensors/sensors/mu/system_health.yaml,684,.yaml
391,sensors/sensors/mu/validators/._registry_validation.yaml,163,.yaml
389,sensors/sensors/mu/validators/._signal_plane_validation.yaml,163,.yaml
393,sensors/sensors/mu/validators/._tier_validation.yaml,163,.yaml
392,sensors/sensors/mu/validators/registry_validation.yaml,3787,.yaml
390,sensors/sensors/mu/validators/signal_plane_validation.yaml,2586,.yaml
394,sensors/sensors/mu/validators/tier_validation.yaml,3306,.yaml
374,sensors/sensors/mu/validators_observability.yaml,1624,.yaml
421,sensors/sensors/other/._command_line_sensor.yaml,219,.yaml
422,sensors/sensors/other/command_line_sensor.yaml,6851,.yaml
355,sensors/sensors/zeta/._room_presence.yaml,163,.yaml
356,sensors/sensors/zeta/room_presence.yaml,12423,.yaml
1,templates/._templates,175,
4,templates/templates/._entity_availability_monitor.yaml,274,.yaml
2,templates/templates/._gamma_inferred_occupancy_evaluator.yaml,219,.yaml
6,templates/templates/._gamma_tier_monitor.yaml,274,.yaml
12,templates/templates/._mu_validators.yaml,389,.yaml
8,templates/templates/._sensor_charon_audit.yaml,274,.yaml
10,templates/templates/._tier_relationship_validator.yaml,274,.yaml
5,templates/templates/entity_availability_monitor.yaml,2254,.yaml
3,templates/templates/gamma_inferred_occupancy_evaluator.yaml,4603,.yaml
7,templates/templates/gamma_tier_monitor.yaml,3051,.yaml
13,templates/templates/mu_validators.yaml,3132,.yaml
9,templates/templates/sensor_charon_audit.yaml,1729,.yaml
11,templates/templates/tier_relationship_validator.yaml,853,.yaml
473,tools/._tools,175,
482,tools/tools/._audit_registry_verifier.py,333,.py
485,tools/tools/._charon,163,
489,tools/tools/._clio,276,
479,tools/tools/._iris,276,
484,tools/tools/._metis,276,
488,tools/tools/._mnemosyne,163,
474,tools/tools/._olympus,163,
476,tools/tools/._phanes,319,
477,tools/tools/._publish_json_to_mqtt.py,274,.py
490,tools/tools/._run_diff.sh,163,.sh
475,tools/tools/._template_engine,163,
486,tools/tools/._themis,264,
487,tools/tools/._validation_tools,218,
480,tools/tools/._write_validator_log.py,175,.py
483,tools/tools/audit_registry_verifier.py,1132,.py
1162,tools/tools/charon/._README_charon.md,163,.md
1165,tools/tools/charon/._charon.py,163,.py
1164,tools/tools/charon/._data,163,
1160,tools/tools/charon/._implementation_summary.md,163,.md
1158,tools/tools/charon/._registry_alignment_log.md,163,.md
1163,tools/tools/charon/README_charon.md,8862,.md
1166,tools/tools/charon/charon.py,32384,.py
1161,tools/tools/charon/implementation_summary.md,6170,.md
1159,tools/tools/charon/registry_alignment_log.md,5541,.md
1377,tools/tools/clio/._clio.py,274,.py
1379,tools/tools/clio/._data,175,
1378,tools/tools/clio/clio.py,29059,.py
1389,tools/tools/clio/data/clio_changelog.md,96,.md
1387,tools/tools/clio/data/clio_documentation.md,14545,.md
1388,tools/tools/clio/data/clio_summary.json,29103,.json
1386,tools/tools/clio/data/last_run.json,81,.json
1382,tools/tools/clio/docs/._README_clio.md,274,.md
1384,tools/tools/clio/docs/._changelog_generator_refactor_log.md,274,.md
1380,tools/tools/clio/docs/._implementation_summary.md,274,.md
1383,tools/tools/clio/docs/README_clio.md,5414,.md
1385,tools/tools/clio/docs/changelog_generator_refactor_log.md,11515,.md
1381,tools/tools/clio/docs/implementation_summary.md,5227,.md
532,tools/tools/config_manager/._config_manager.py,163,.py
534,tools/tools/config_manager/._hestia_config_manager.py,163,.py
533,tools/tools/config_manager/config_manager.py,20315,.py
1070,tools/tools/config_manager/docs/._config_manager_guide.md,219,.md
1072,tools/tools/config_manager/docs/._refactor_log_config_manager.md,219,.md
1071,tools/tools/config_manager/docs/config_manager_guide.md,8058,.md
1073,tools/tools/config_manager/docs/refactor_log_config_manager.md,3271,.md
535,tools/tools/config_manager/hestia_config_manager.py,25848,.py
1067,tools/tools/config_manager/legacy/._phalanx,218,
1063,tools/tools/config_manager/legacy/._yaml_diff_changelog.py,175,.py
1065,tools/tools/config_manager/legacy/._yaml_merger.py,175,.py
1068,tools/tools/config_manager/legacy/phalanx/._launch_phalanx.py,274,.py
1069,tools/tools/config_manager/legacy/phalanx/launch_phalanx.py,1517,.py
1064,tools/tools/config_manager/legacy/yaml_diff_changelog.py,4555,.py
1066,tools/tools/config_manager/legacy/yaml_merger.py,4386,.py
536,tools/tools/config_manager/output/diff/version_tracker.json,87,.json
543,tools/tools/config_manager/output/diff/versions/v0001/._configuration.yaml,389,.yaml
545,tools/tools/config_manager/output/diff/versions/v0001/._customizations.yaml,274,.yaml
537,tools/tools/config_manager/output/diff/versions/v0001/._scenes.yaml,274,.yaml
539,tools/tools/config_manager/output/diff/versions/v0001/._secrets-backup.yaml,163,.yaml
541,tools/tools/config_manager/output/diff/versions/v0001/._secrets.yaml,274,.yaml
550,tools/tools/config_manager/output/diff/versions/v0001/blueprints/automation/homeassistant/motion_light.yaml,1518,.yaml
549,tools/tools/config_manager/output/diff/versions/v0001/blueprints/automation/homeassistant/notify_leaving_zone.yaml,1668,.yaml
548,tools/tools/config_manager/output/diff/versions/v0001/blueprints/script/homeassistant/confirmable_notification.yaml,2595,.yaml
547,tools/tools/config_manager/output/diff/versions/v0001/blueprints/template/homeassistant/inverted_binary_sensor.yaml,971,.yaml
544,tools/tools/config_manager/output/diff/versions/v0001/configuration.yaml,1836,.yaml
551,tools/tools/config_manager/output/diff/versions/v0001/custom_components/better_thermostat/._services.yaml,175,.yaml
552,tools/tools/config_manager/output/diff/versions/v0001/custom_components/better_thermostat/services.yaml,1124,.yaml
546,tools/tools/config_manager/output/diff/versions/v0001/customizations.yaml,439,.yaml
1042,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_alerts_and_notifications_rewrapped.yaml,274,.yaml
1038,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_climate_control_rewrapped.yaml,274,.yaml
1040,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_environment_monitoring_rewrapped.yaml,274,.yaml
1030,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_humidity_control_rewrapped.yaml,274,.yaml
1036,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_misc_rewrapped.yaml,274,.yaml
1032,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_mode_management_rewrapped.yaml,274,.yaml
1034,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/._aether_window_detection_rewrapped.yaml,274,.yaml
1043,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_alerts_and_notifications_rewrapped.yaml,6436,.yaml
1039,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_climate_control_rewrapped.yaml,7201,.yaml
1041,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_environment_monitoring_rewrapped.yaml,311,.yaml
1031,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_humidity_control_rewrapped.yaml,1978,.yaml
1037,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_misc_rewrapped.yaml,1323,.yaml
1033,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_mode_management_rewrapped.yaml,2398,.yaml
1035,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/climate/aether_window_detection_rewrapped.yaml,1747,.yaml
1026,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/diagnostics/._automations_system_health.yaml,219,.yaml
1028,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/diagnostics/._system_maintenance_routines.yaml,219,.yaml
1027,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/diagnostics/automations_system_health.yaml,6137,.yaml
1029,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/diagnostics/system_maintenance_routines.yaml,1356,.yaml
1044,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/performance/._automations_motion_score_decay_refresh.yaml,219,.yaml
1045,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/performance/automations_motion_score_decay_refresh.yaml,2030,.yaml
1022,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/._hephaestus_automations.yaml,274,.yaml
1018,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/._hermes_automations_combined.yaml,274,.yaml
1024,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/._soteria_automations_combined.yaml,274,.yaml
1020,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/._theia_automations_combined.yaml,274,.yaml
1023,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/hephaestus_automations.yaml,2942,.yaml
1019,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/hermes_automations_combined.yaml,5135,.yaml
1025,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/soteria_automations_combined.yaml,6062,.yaml
1021,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/subsystems/theia_automations_combined.yaml,2671,.yaml
1016,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/system/._automations_template_monitoring.yaml,274,.yaml
1017,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/system/automations_template_monitoring.yaml,2853,.yaml
1048,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/._automations_breach_handlers.yaml,219,.yaml
1050,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/._automations_tier_chain_validation.yaml,219,.yaml
1046,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/._automations_validator_logging.yaml,219,.yaml
1049,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/automations_breach_handlers.yaml,1399,.yaml
1051,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/automations_tier_chain_validation.yaml,1336,.yaml
1047,tools/tools/config_manager/output/diff/versions/v0001/hestia/automations/validation/automations_validator_logging.yaml,5650,.yaml
924,tools/tools/config_manager/output/diff/versions/v0001/hestia/binary_sensors/system/._validators.yaml,389,.yaml
925,tools/tools/config_manager/output/diff/versions/v0001/hestia/binary_sensors/system/validators.yaml,468,.yaml
962,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/config/._core_config_subsystems_mu.yaml,219,.yaml
963,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/config/core_config_subsystems_mu.yaml,2413,.yaml
966,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/jinja/gamma/hephaestus/._entity_registry_macros.yaml,489,.yaml
964,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/jinja/gamma/hephaestus/._entity_resolver_macros.yaml,219,.yaml
967,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/jinja/gamma/hephaestus/entity_registry_macros.yaml,640,.yaml
965,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/jinja/gamma/hephaestus/entity_resolver_macros.yaml,337,.yaml
976,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/registry/._sensor_registry.yaml,364,.yaml
977,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/registry/sensor_registry.yaml,7630,.yaml
972,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/._alpha_to_omega_merge_status.yaml,163,.yaml
968,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/._system_health.yaml,320,.yaml
970,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/._system_sensors.yaml,219,.yaml
974,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/._validators_observability.yaml,163,.yaml
973,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/alpha_to_omega_merge_status.yaml,2729,.yaml
969,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/system_health.yaml,497,.yaml
971,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/system_sensors.yaml,5122,.yaml
975,tools/tools/config_manager/output/diff/versions/v0001/hestia/core/system/validators_observability.yaml,849,.yaml
553,tools/tools/config_manager/output/diff/versions/v0001/hestia/generated/._gen_light_availability_rendered_latest.yaml,219,.yaml
554,tools/tools/config_manager/output/diff/versions/v0001/hestia/generated/gen_light_availability_rendered_latest.yaml,14988,.yaml
557,tools/tools/config_manager/output/diff/versions/v0001/hestia/generated/lights/beta_light_templates_20250502_065217.yaml,40403,.yaml
555,tools/tools/config_manager/output/diff/versions/v0001/hestia/generated/patch/._patchloader_utilities.yaml,333,.yaml
556,tools/tools/config_manager/output/diff/versions/v0001/hestia/generated/patch/patchloader_utilities.yaml,1243,.yaml
978,tools/tools/config_manager/output/diff/versions/v0001/hestia/groups/._groups.yaml,274,.yaml
980,tools/tools/config_manager/output/diff/versions/v0001/hestia/groups/._groups_light_rooms.yaml,274,.yaml
979,tools/tools/config_manager/output/diff/versions/v0001/hestia/groups/groups.yaml,380,.yaml
981,tools/tools/config_manager/output/diff/versions/v0001/hestia/groups/groups_light_rooms.yaml,2745,.yaml
1058,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/._input_boolean.yaml,274,.yaml
1054,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/._input_datetime.yaml,218,.yaml
1060,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/._input_number.yaml,274,.yaml
1052,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/._input_select.yaml,274,.yaml
1056,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/._input_text.yaml,274,.yaml
1059,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/input_boolean.yaml,4713,.yaml
1055,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/input_datetime.yaml,987,.yaml
1061,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/input_number.yaml,8733,.yaml
1053,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/input_select.yaml,5969,.yaml
1057,tools/tools/config_manager/output/diff/versions/v0001/hestia/helpers/input_text.yaml,3967,.yaml
984,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/._http.yaml,364,.yaml
986,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/._mqtt.yaml,219,.yaml
982,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/._shell_command.yaml,219,.yaml
988,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/._zwave.yaml,364,.yaml
985,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/http.yaml,336,.yaml
987,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/mqtt.yaml,2954,.yaml
983,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/shell_command.yaml,927,.yaml
989,tools/tools/config_manager/output/diff/versions/v0001/hestia/integrations/zwave.yaml,336,.yaml
991,tools/tools/config_manager/output/diff/versions/v0001/hestia/logs/phanes/phanes_filtered.yaml,3,.yaml
990,tools/tools/config_manager/output/diff/versions/v0001/hestia/logs/phanes_filtered.yaml,268,.yaml
994,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._aether_scripts.yaml,274,.yaml
996,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._hephaestus_scripts.yaml,274,.yaml
1006,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._hermes_scripts_presence.yaml,274,.yaml
1004,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._light_abstraction_scripts.yaml,219,.yaml
1002,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._migration_diagnostics.yaml,219,.yaml
1010,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._script_system_health.yaml,219,.yaml
1008,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._scripts.yaml,274,.yaml
992,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._scripts_error_tracking.yaml,218,.yaml
998,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._scripts_lighting_core.yaml,274,.yaml
1012,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._test_validation_breach.yml,219,.yml
1000,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/._validator_scripts.yaml,219,.yaml
995,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/aether_scripts.yaml,12346,.yaml
997,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/hephaestus_scripts.yaml,4183,.yaml
1007,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/hermes_scripts_presence.yaml,12435,.yaml
1005,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/light_abstraction_scripts.yaml,4438,.yaml
1003,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/migration_diagnostics.yaml,604,.yaml
1011,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/script_system_health.yaml,2700,.yaml
1009,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/scripts.yaml,3375,.yaml
993,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/scripts_error_tracking.yaml,544,.yaml
999,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/scripts_lighting_core.yaml,3405,.yaml
1013,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/test_validation_breach.yml,866,.yml
1001,tools/tools/config_manager/output/diff/versions/v0001/hestia/scripts/validator_scripts.yaml,1276,.yaml
956,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/._hephaestus_dashboard_card.yaml,333,.yaml
954,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/._hestia_tools_clio_phanes.yml,163,.yml
952,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/._iris_dashboard_card.yaml,163,.yaml
960,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/._iris_dashboard_view.yaml,333,.yaml
958,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/._iris_mode_buttons.yaml,333,.yaml
957,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/hephaestus_dashboard_card.yaml,535,.yaml
955,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/hestia_tools_clio_phanes.yml,328,.yml
953,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/iris_dashboard_card.yaml,184,.yaml
961,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/iris_dashboard_view.yaml,950,.yaml
959,tools/tools/config_manager/output/diff/versions/v0001/hestia/selene/iris_mode_buttons.yaml,953,.yaml
558,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/._abstraction_templates.yaml,219,.yaml
559,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/abstraction_templates.yaml,3346,.yaml
566,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/climate/._humidity.yaml,219,.yaml
568,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/climate/._temperature.yaml,163,.yaml
567,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/climate/humidity.yaml,3546,.yaml
569,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/climate/temperature.yaml,3685,.yaml
574,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._bedroom.yaml,219,.yaml
580,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._ensuite.yaml,219,.yaml
578,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._hallway.yaml,219,.yaml
572,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._kitchen.yaml,219,.yaml
570,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._laundry.yaml,219,.yaml
576,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/._living_room.yaml,219,.yaml
575,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/bedroom.yaml,18831,.yaml
581,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/ensuite.yaml,3510,.yaml
579,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/hallway.yaml,4658,.yaml
573,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/kitchen.yaml,2792,.yaml
571,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/laundry.yaml,1991,.yaml
577,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/lights/living_room.yaml,8137,.yaml
564,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/presence/._motion.yaml,163,.yaml
562,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/presence/._occupancy.yaml,163,.yaml
565,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/presence/motion.yaml,5298,.yaml
563,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/presence/occupancy.yaml,4998,.yaml
560,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/system/._core.yaml,163,.yaml
561,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/beta/system/core.yaml,6076,.yaml
672,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/core/._meta_phanes.yaml,219,.yaml
670,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/core/._system_sensors.yaml,219,.yaml
673,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/core/meta_phanes.yaml,934,.yaml
671,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/core/system_sensors.yaml,5122,.yaml
582,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/._metadata.yaml,219,.yaml
584,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/._quality_assesment.yaml,219,.yaml
624,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/._climate_events.yaml,219,.yaml
626,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/._humidity_trends.yaml,219,.yaml
620,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/._subsystem_readiness.yaml,163,.yaml
622,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/._temperature_trends.yaml,219,.yaml
618,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/._trend_base.yaml,219,.yaml
625,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/climate_events.yaml,3191,.yaml
627,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/humidity_trends.yaml,4003,.yaml
621,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/subsystem_readiness.yaml,5906,.yaml
623,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/temperature_trends.yaml,3281,.yaml
619,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/climate/trend_base.yaml,5756,.yaml
616,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/._msd_diagnostics.yaml,219,.yaml
614,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/._subsystem_health.yaml,219,.yaml
612,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/._subsystem_metrics.yaml,219,.yaml
617,tools/tools/config_manager/output/diff/versions/v0001/hestia/sensors/delta/diagnostics/msd_diagnostics.yaml,5627,.yaml
